city,slug,date,day_of_week,max_total_booked_hours,max_captured_at
denton-tx,denton-tx,2026-01-25,Sunday,23.0,2026-01-25T23:24:47
flowermoundtx,flowermoundtx,2026-01-25,Sunday,34.0,2026-01-25T22:44:57
granburytx,granburytx,2026-01-25,Sunday,16.0,2026-01-25T21:45:36
grand-prairie-tx,grand-prairie-tx,2026-01-25,Sunday,12.0,2026-01-25T17:33:48
houstonheightstx,houstonheightstx,2026-01-25,Sunday,52.0,2026-01-25T21:45:36
houston-memorial-tx,houston-memorial-tx,2026-01-25,Sunday,38.5,2026-01-25T20:33:26
katy-tx,katy-tx,2026-01-25,Sunday,37.0,2026-01-25T23:41:49
kellertx,kellertx,2026-01-25,Sunday,28.5,2026-01-25T22:24:56
lubbock-tx,lubbock-tx,2026-01-25,Sunday,0.0,2026-01-25T01:06:09
woodlands-houston-tx,woodlands-houston-tx,2026-01-25,Sunday,39.5,2026-01-25T18:58:23
mckinney-tx,mckinney-tx,2026-01-25,Sunday,3.0,2026-01-25T16:29:51
midlandtx,midlandtx,2026-01-25,Sunday,49.0,2026-01-25T21:30:52
east-odessa-tx,east-odessa-tx,2026-01-25,Sunday,0.0,2026-01-25T01:06:09
planowesttx,planowesttx,2026-01-25,Sunday,24.0,2026-01-25T18:40:44
round-rock-tx,round-rock-tx,2026-01-25,Sunday,0.0,2026-01-25T01:06:09
shenandoah-tx,shenandoah-tx,2026-01-25,Sunday,0.0,2026-01-25T01:06:09
sherman-tx,sherman-tx,2026-01-25,Sunday,17.0,2026-01-25T23:24:47
spring-tx,spring-tx,2026-01-25,Sunday,17.5,2026-01-25T23:24:47
tylersouthtx,tylersouthtx,2026-01-25,Sunday,51.0,2026-01-25T15:29:34
americanforkut,americanforkut,2026-01-25,Sunday,46.0,2026-01-25T19:24:04
cedarcity,cedarcity,2026-01-25,Sunday,30.5,2026-01-25T12:51:31
layton-ut,layton-ut,2026-01-25,Sunday,15.0,2026-01-25T18:40:44
lehiut,lehiut,2026-01-25,Sunday,44.5,2026-01-25T23:41:49
millcreekut,millcreekut,2026-01-25,Sunday,16.0,2026-01-25T03:21:05
murrayut,murrayut,2026-01-25,Sunday,19.5,2026-01-25T23:24:47
ogden-pleasant-view-ut,ogden-pleasant-view-ut,2026-01-25,Sunday,38.0,2026-01-25T18:58:23
ogden-riverdale-ut,ogden-riverdale-ut,2026-01-25,Sunday,19.0,2026-01-25T22:56:22
orem-ut,orem-ut,2026-01-25,Sunday,39.0,2026-01-25T23:24:47
richfield,richfield,2026-01-25,Sunday,12.0,2026-01-25T22:44:57
sandyut,sandyut,2026-01-25,Sunday,39.0,2026-01-25T20:33:26
spanishforkut,spanishforkut,2026-01-25,Sunday,40.0,2026-01-25T23:41:49
stgeorgeut,stgeorgeut,2026-01-25,Sunday,14.0,2026-01-25T22:24:56
st-george-ut-river-rd,st-george-ut-river-rd,2026-01-25,Sunday,21.5,2026-01-25T21:30:52
st-george-ut-sunset,st-george-ut-sunset,2026-01-25,Sunday,5.5,2026-01-25T21:30:52
lynchburg-va,lynchburg-va,2026-01-25,Sunday,0.0,2026-01-25T01:06:09
virginia-beach-va-courthouse,virginia-beach-va-courthouse,2026-01-25,Sunday,0.0,2026-01-25T01:06:09
birminghamal,birminghamal,2026-01-26,Monday,29.5,2026-01-26T22:34:53
huntsville-al-research-park,huntsville-al-research-park,2026-01-26,Monday,8.5,2026-01-26T22:01:37
chandleraz,chandleraz,2026-01-26,Monday,18.5,2026-01-26T22:53:24
southchandleraz,southchandleraz,2026-01-26,Monday,19.0,2026-01-26T23:18:21
gilbertaz,gilbertaz,2026-01-26,Monday,36.5,2026-01-26T18:39:47
glendaleaz,glendaleaz,2026-01-26,Monday,33.0,2026-01-26T20:57:14
goodyear-az,goodyear-az,2026-01-26,Monday,0.0,2026-01-26T01:25:39
mesa-az-east,mesa-az-east,2026-01-26,Monday,11.0,2026-01-26T23:54:41
paradise-valley-az,paradise-valley-az,2026-01-26,Monday,9.5,2026-01-26T20:00:59
glendale-az-peoria,glendale-az-peoria,2026-01-26,Monday,25.0,2026-01-26T23:41:21
scottsdaleaz,scottsdaleaz,2026-01-26,Monday,40.0,2026-01-26T23:41:21
scottsdale-az-north,scottsdale-az-north,2026-01-26,Monday,0.0,2026-01-26T01:25:39
surpriseaz,surpriseaz,2026-01-26,Monday,16.5,2026-01-26T23:41:21
talkingstickaz,talkingstickaz,2026-01-26,Monday,0.0,2026-01-26T01:25:39
tempeaz,tempeaz,2026-01-26,Monday,9.0,2026-01-26T22:34:53
carlsbadca,carlsbadca,2026-01-26,Monday,25.0,2026-01-26T22:01:37
rancho-mirage-ca,rancho-mirage-ca,2026-01-26,Monday,0.0,2026-01-26T01:25:39
fort-collins-timnath-co,fort-collins-timnath-co,2026-01-26,Monday,0.0,2026-01-26T01:25:39
invernessco,invernessco,2026-01-26,Monday,32.0,2026-01-26T23:18:21
littleton-co,littleton-co,2026-01-26,Monday,40.0,2026-01-26T22:34:53
loveland-co-johnstown,loveland-co-johnstown,2026-01-26,Monday,0.0,2026-01-26T01:25:39
colorado-springs-northgate,colorado-springs-northgate,2026-01-26,Monday,28.5,2026-01-26T22:34:53
pueblowestco,pueblowestco,2026-01-26,Monday,35.0,2026-01-26T22:34:53
westminster-co,westminster-co,2026-01-26,Monday,0.0,2026-01-26T01:25:39
wilmingtonde,wilmingtonde,2026-01-26,Monday,35.5,2026-01-26T19:49:53
boca-raton-fl-west,boca-raton-fl-west,2026-01-26,Monday,0.0,2026-01-26T01:25:39
bradentonfl,bradentonfl,2026-01-26,Monday,16.5,2026-01-26T21:50:09
jacksonvillebeachfl,jacksonvillebeachfl,2026-01-26,Monday,23.0,2026-01-26T23:18:21
miramarbeach,miramarbeach,2026-01-26,Monday,28.5,2026-01-26T23:54:41
naplesfl,naplesfl,2026-01-26,Monday,9.5,2026-01-26T16:55:48
naples-fl-north,naples-fl-north,2026-01-26,Monday,13.0,2026-01-26T20:00:59
oldsmarfl,oldsmarfl,2026-01-26,Monday,35.0,2026-01-26T23:54:41
orlando-fl-waterford-lakes,orlando-fl-waterford-lakes,2026-01-26,Monday,0.0,2026-01-26T01:25:39
ponte-vedra-fl,ponte-vedra-fl,2026-01-26,Monday,13.0,2026-01-26T23:41:21
port-charlotte-fl,port-charlotte-fl,2026-01-26,Monday,26.5,2026-01-26T23:18:21
spring-hill-fl,spring-hill-fl,2026-01-26,Monday,22.0,2026-01-26T21:50:09
alpharetta-ga,alpharetta-ga,2026-01-26,Monday,16.5,2026-01-26T21:50:09
westmidtownga,westmidtownga,2026-01-26,Monday,27.0,2026-01-26T23:41:21
augustaga,augustaga,2026-01-26,Monday,39.0,2026-01-26T23:54:41
braseltonga,braseltonga,2026-01-26,Monday,38.0,2026-01-26T23:41:21
dacula-ga,dacula-ga,2026-01-26,Monday,28.5,2026-01-26T22:53:24
mcdonoughga,mcdonoughga,2026-01-26,Monday,30.5,2026-01-26T20:57:14
warnerrobinsga,warnerrobinsga,2026-01-26,Monday,37.0,2026-01-26T19:49:53
woodstock-ga,woodstock-ga,2026-01-26,Monday,0.0,2026-01-26T01:25:39
ankeny-ia,ankeny-ia,2026-01-26,Monday,9.5,2026-01-26T20:38:14
des-moines-ia-downtown,des-moines-ia-downtown,2026-01-26,Monday,1.0,2026-01-26T03:32:04
des-moines-waukee-ia,des-moines-waukee-ia,2026-01-26,Monday,10.5,2026-01-26T04:42:46
boise-id,boise-id,2026-01-26,Monday,37.5,2026-01-26T20:38:14
meridian-id,meridian-id,2026-01-26,Monday,30.0,2026-01-26T23:54:41
carmelin,carmelin,2026-01-26,Monday,26.0,2026-01-26T21:50:09
fishers-in,fishers-in,2026-01-26,Monday,36.5,2026-01-26T22:01:37
kansas-city-leawood,kansas-city-leawood,2026-01-26,Monday,29.0,2026-01-26T22:01:37
overlandparkks,overlandparkks,2026-01-26,Monday,38.0,2026-01-26T23:54:41
ascension-la,ascension-la,2026-01-26,Monday,3.0,2026-01-26T19:33:41
baton-rouge-st-george,baton-rouge-st-george,2026-01-26,Monday,11.0,2026-01-26T22:53:24
shreveport-la-south,shreveport-la-south,2026-01-26,Monday,24.0,2026-01-26T18:39:47
maynardma,maynardma,2026-01-26,Monday,18.0,2026-01-26T22:53:24
southborough-ma,southborough-ma,2026-01-26,Monday,23.5,2026-01-26T14:18:47
crofton-md,crofton-md,2026-01-26,Monday,0.0,2026-01-26T01:25:39
towson-baltimore-md,towson-baltimore-md,2026-01-26,Monday,0.0,2026-01-26T01:25:39
white-marsh-baltimore-md,white-marsh-baltimore-md,2026-01-26,Monday,0.0,2026-01-26T01:25:39
clarkstonmi,clarkstonmi,2026-01-26,Monday,24.5,2026-01-26T22:34:53
farmington-mi,farmington-mi,2026-01-26,Monday,28.5,2026-01-26T21:30:17
grand-blanc-mi,grand-blanc-mi,2026-01-26,Monday,26.0,2026-01-26T22:53:24
lansing-mi,lansing-mi,2026-01-26,Monday,47.0,2026-01-26T21:30:17
livonia-mi,livonia-mi,2026-01-26,Monday,44.5,2026-01-26T09:45:34
novi-mi,novi-mi,2026-01-26,Monday,0.0,2026-01-26T01:25:39
rochester-hills-mi,rochester-hills-mi,2026-01-26,Monday,28.5,2026-01-26T22:53:24
troy-mi,troy-mi,2026-01-26,Monday,27.0,2026-01-26T21:50:09
west-bloomfield-mi,west-bloomfield-mi,2026-01-26,Monday,0.0,2026-01-26T01:25:39
st-louis-crestwood-mo,st-louis-crestwood-mo,2026-01-26,Monday,24.0,2026-01-26T22:34:53
liberty-mo,liberty-mo,2026-01-26,Monday,0.0,2026-01-26T01:25:39
rollamo,rollamo,2026-01-26,Monday,28.0,2026-01-26T22:53:24
bozemanmt,bozemanmt,2026-01-26,Monday,43.0,2026-01-26T22:34:53
chapel-hill-nc,chapel-hill-nc,2026-01-26,Monday,24.5,2026-01-26T21:50:09
raleigh-nc-north,raleigh-nc-north,2026-01-26,Monday,16.5,2026-01-26T23:54:41
lincoln-ne-south,lincoln-ne-south,2026-01-26,Monday,31.5,2026-01-26T23:18:21
omahane,omahane,2026-01-26,Monday,47.0,2026-01-26T19:33:41
papillionne,papillionne,2026-01-26,Monday,38.0,2026-01-26T20:00:59
howell-nj,howell-nj,2026-01-26,Monday,28.5,2026-01-26T22:01:37
pomptonplainsnj,pomptonplainsnj,2026-01-26,Monday,45.0,2026-01-26T23:41:21
princetonnj,princetonnj,2026-01-26,Monday,25.0,2026-01-26T21:30:17
toms-river-nj,toms-river-nj,2026-01-26,Monday,0.0,2026-01-26T01:25:39
lascruces-nm,lascruces-nm,2026-01-26,Monday,22.5,2026-01-26T23:41:21
hendersonnv,hendersonnv,2026-01-26,Monday,29.5,2026-01-26T23:54:41
mesquitenv,mesquitenv,2026-01-26,Monday,19.5,2026-01-26T17:31:54
southsummerlinnv,southsummerlinnv,2026-01-26,Monday,37.5,2026-01-26T22:53:24
summerlinlasvegasnv,summerlinlasvegasnv,2026-01-26,Monday,35.0,2026-01-26T21:30:17
bethpage-ny,bethpage-ny,2026-01-26,Monday,42.0,2026-01-26T22:53:24
fivetowns-ny,fivetowns-ny,2026-01-26,Monday,15.0,2026-01-26T19:49:53
brunswickoh,brunswickoh,2026-01-26,Monday,49.5,2026-01-26T06:28:00
chardonoh,chardonoh,2026-01-26,Monday,18.5,2026-01-26T23:54:41
columbus-upper-arlington-oh,columbus-upper-arlington-oh,2026-01-26,Monday,24.5,2026-01-26T22:53:24
north-canton-oh,north-canton-oh,2026-01-26,Monday,37.5,2026-01-26T17:55:50
woosteroh,woosteroh,2026-01-26,Monday,41.5,2026-01-26T20:57:14
jenks-ok,jenks-ok,2026-01-26,Monday,12.5,2026-01-26T22:01:37
tulsa-ok-southern-hills,tulsa-ok-southern-hills,2026-01-26,Monday,21.5,2026-01-26T21:30:17
clackamas-or,clackamas-or,2026-01-26,Monday,23.0,2026-01-26T23:41:21
eugeneor,eugeneor,2026-01-26,Monday,52.5,2026-01-26T22:34:53
salem-keizer-or,salem-keizer-or,2026-01-26,Monday,31.5,2026-01-26T23:54:41
sherwoodor,sherwoodor,2026-01-26,Monday,27.0,2026-01-26T23:41:21
paoli-pa,paoli-pa,2026-01-26,Monday,26.5,2026-01-26T21:30:17
yardley-pa,yardley-pa,2026-01-26,Monday,27.5,2026-01-26T19:49:53
york-pa,york-pa,2026-01-26,Monday,34.0,2026-01-26T23:18:21
aikensc,aikensc,2026-01-26,Monday,42.0,2026-01-26T21:50:09
spartanburgsc,spartanburgsc,2026-01-26,Monday,24.0,2026-01-26T01:25:39
sioux-falls-sd-south,sioux-falls-sd-south,2026-01-26,Monday,41.5,2026-01-26T21:50:09
chattanoogatn,chattanoogatn,2026-01-26,Monday,44.5,2026-01-26T18:39:47
clarksvilletn,clarksvilletn,2026-01-26,Monday,46.5,2026-01-26T22:34:53
cleveland-tn,cleveland-tn,2026-01-26,Monday,0.0,2026-01-26T01:25:39
franklintn,franklintn,2026-01-26,Monday,11.0,2026-01-26T21:50:09
knoxvilletn,knoxvilletn,2026-01-26,Monday,52.5,2026-01-26T23:41:21
memphis-tn-collierville,memphis-tn-collierville,2026-01-26,Monday,20.0,2026-01-26T21:30:17
mt-juliet-tn,mt-juliet-tn,2026-01-26,Monday,23.0,2026-01-26T23:41:21
nashville-bellevue-tn,nashville-bellevue-tn,2026-01-26,Monday,96.0,2026-01-26T15:48:37
spring-hill-tn-north,spring-hill-tn-north,2026-01-26,Monday,23.0,2026-01-26T22:34:53
allen-tx,allen-tx,2026-01-26,Monday,0.0,2026-01-26T01:25:39
amarillo-tx,amarillo-tx,2026-01-26,Monday,0.0,2026-01-26T01:25:39
houston-atascocita-tx,houston-atascocita-tx,2026-01-26,Monday,42.5,2026-01-26T23:41:21
eastaustintx,eastaustintx,2026-01-26,Monday,38.5,2026-01-26T19:33:41
southwestaustintx,southwestaustintx,2026-01-26,Monday,21.0,2026-01-26T21:30:17
colleyville-tx,colleyville-tx,2026-01-26,Monday,31.0,2026-01-26T23:41:21
denton-tx,denton-tx,2026-01-26,Monday,17.0,2026-01-26T22:34:53
flowermoundtx,flowermoundtx,2026-01-26,Monday,42.5,2026-01-26T23:54:41
granburytx,granburytx,2026-01-26,Monday,24.5,2026-01-26T22:53:24
grand-prairie-tx,grand-prairie-tx,2026-01-26,Monday,25.5,2026-01-26T21:30:17
houstonheightstx,houstonheightstx,2026-01-26,Monday,46.5,2026-01-26T19:04:56
houston-memorial-tx,houston-memorial-tx,2026-01-26,Monday,45.0,2026-01-26T23:54:41
katy-tx,katy-tx,2026-01-26,Monday,37.0,2026-01-26T21:30:17
kellertx,kellertx,2026-01-26,Monday,33.0,2026-01-26T22:34:53
lubbock-tx,lubbock-tx,2026-01-26,Monday,0.0,2026-01-26T01:25:39
woodlands-houston-tx,woodlands-houston-tx,2026-01-26,Monday,36.0,2026-01-26T23:54:41
mckinney-tx,mckinney-tx,2026-01-26,Monday,7.5,2026-01-26T22:34:53
midlandtx,midlandtx,2026-01-26,Monday,56.0,2026-01-26T22:53:24
east-odessa-tx,east-odessa-tx,2026-01-26,Monday,0.0,2026-01-26T01:25:39
planowesttx,planowesttx,2026-01-26,Monday,28.0,2026-01-26T23:54:41
round-rock-tx,round-rock-tx,2026-01-26,Monday,0.0,2026-01-26T01:25:39
shenandoah-tx,shenandoah-tx,2026-01-26,Monday,0.0,2026-01-26T01:25:39
sherman-tx,sherman-tx,2026-01-26,Monday,23.0,2026-01-26T22:34:53
spring-tx,spring-tx,2026-01-26,Monday,23.0,2026-01-26T23:54:41
tylersouthtx,tylersouthtx,2026-01-26,Monday,46.0,2026-01-26T22:34:53
americanforkut,americanforkut,2026-01-26,Monday,45.5,2026-01-26T15:48:37
cedarcity,cedarcity,2026-01-26,Monday,39.5,2026-01-26T20:38:14
layton-ut,layton-ut,2026-01-26,Monday,15.0,2026-01-26T23:54:41
lehiut,lehiut,2026-01-26,Monday,42.5,2026-01-26T22:34:53
millcreekut,millcreekut,2026-01-26,Monday,18.5,2026-01-26T07:02:43
murrayut,murrayut,2026-01-26,Monday,16.5,2026-01-26T03:32:04
ogden-pleasant-view-ut,ogden-pleasant-view-ut,2026-01-26,Monday,27.5,2026-01-26T18:39:47
ogden-riverdale-ut,ogden-riverdale-ut,2026-01-26,Monday,12.0,2026-01-26T21:50:09
orem-ut,orem-ut,2026-01-26,Monday,49.5,2026-01-26T23:41:21
richfield,richfield,2026-01-26,Monday,11.0,2026-01-26T21:30:17
sandyut,sandyut,2026-01-26,Monday,38.0,2026-01-26T20:38:14
spanishforkut,spanishforkut,2026-01-26,Monday,29.5,2026-01-26T20:57:14
stgeorgeut,stgeorgeut,2026-01-26,Monday,17.5,2026-01-26T22:53:24
st-george-ut-river-rd,st-george-ut-river-rd,2026-01-26,Monday,23.0,2026-01-26T20:38:14
st-george-ut-sunset,st-george-ut-sunset,2026-01-26,Monday,10.5,2026-01-26T23:41:21
lynchburg-va,lynchburg-va,2026-01-26,Monday,0.0,2026-01-26T01:25:39
virginia-beach-va-courthouse,virginia-beach-va-courthouse,2026-01-26,Monday,0.0,2026-01-26T01:25:39
birminghamal,birminghamal,2026-01-27,Tuesday,30.0,2026-01-27T22:51:32
huntsville-al-research-park,huntsville-al-research-park,2026-01-27,Tuesday,13.5,2026-01-27T23:53:02
chandleraz,chandleraz,2026-01-27,Tuesday,23.5,2026-01-27T23:37:28
southchandleraz,southchandleraz,2026-01-27,Tuesday,25.5,2026-01-27T23:53:02
gilbertaz,gilbertaz,2026-01-27,Tuesday,35.0,2026-01-27T21:13:24
glendaleaz,glendaleaz,2026-01-27,Tuesday,39.5,2026-01-27T22:51:32
goodyear-az,goodyear-az,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
mesa-az-east,mesa-az-east,2026-01-27,Tuesday,10.0,2026-01-27T22:51:32
paradise-valley-az,paradise-valley-az,2026-01-27,Tuesday,10.0,2026-01-27T19:19:01
glendale-az-peoria,glendale-az-peoria,2026-01-27,Tuesday,17.5,2026-01-27T22:51:32
scottsdaleaz,scottsdaleaz,2026-01-27,Tuesday,41.0,2026-01-27T23:13:43
scottsdale-az-north,scottsdale-az-north,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
surpriseaz,surpriseaz,2026-01-27,Tuesday,9.5,2026-01-27T23:13:43
talkingstickaz,talkingstickaz,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
tempeaz,tempeaz,2026-01-27,Tuesday,18.5,2026-01-27T20:32:30
carlsbadca,carlsbadca,2026-01-27,Tuesday,27.5,2026-01-27T23:53:02
rancho-mirage-ca,rancho-mirage-ca,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
fort-collins-timnath-co,fort-collins-timnath-co,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
invernessco,invernessco,2026-01-27,Tuesday,25.0,2026-01-27T22:00:02
littleton-co,littleton-co,2026-01-27,Tuesday,17.5,2026-01-27T17:36:47
loveland-co-johnstown,loveland-co-johnstown,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
colorado-springs-northgate,colorado-springs-northgate,2026-01-27,Tuesday,31.0,2026-01-27T18:50:56
pueblowestco,pueblowestco,2026-01-27,Tuesday,31.0,2026-01-27T23:37:28
westminster-co,westminster-co,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
wilmingtonde,wilmingtonde,2026-01-27,Tuesday,44.0,2026-01-27T21:49:14
boca-raton-fl-west,boca-raton-fl-west,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
bradentonfl,bradentonfl,2026-01-27,Tuesday,22.0,2026-01-27T21:33:56
jacksonvillebeachfl,jacksonvillebeachfl,2026-01-27,Tuesday,25.5,2026-01-27T22:32:37
miramarbeach,miramarbeach,2026-01-27,Tuesday,38.5,2026-01-27T18:50:56
naplesfl,naplesfl,2026-01-27,Tuesday,23.0,2026-01-27T22:51:32
naples-fl-north,naples-fl-north,2026-01-27,Tuesday,15.0,2026-01-27T18:50:56
oldsmarfl,oldsmarfl,2026-01-27,Tuesday,35.0,2026-01-27T18:50:56
orlando-fl-waterford-lakes,orlando-fl-waterford-lakes,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
ponte-vedra-fl,ponte-vedra-fl,2026-01-27,Tuesday,17.0,2026-01-27T17:57:33
port-charlotte-fl,port-charlotte-fl,2026-01-27,Tuesday,32.0,2026-01-27T23:13:43
spring-hill-fl,spring-hill-fl,2026-01-27,Tuesday,25.5,2026-01-27T23:13:43
alpharetta-ga,alpharetta-ga,2026-01-27,Tuesday,6.0,2026-01-27T18:50:56
westmidtownga,westmidtownga,2026-01-27,Tuesday,42.0,2026-01-27T23:53:02
augustaga,augustaga,2026-01-27,Tuesday,38.0,2026-01-27T23:37:28
braseltonga,braseltonga,2026-01-27,Tuesday,40.5,2026-01-27T21:49:14
dacula-ga,dacula-ga,2026-01-27,Tuesday,33.5,2026-01-27T22:51:32
mcdonoughga,mcdonoughga,2026-01-27,Tuesday,29.0,2026-01-27T21:49:14
warnerrobinsga,warnerrobinsga,2026-01-27,Tuesday,34.5,2026-01-27T21:49:14
woodstock-ga,woodstock-ga,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
ankeny-ia,ankeny-ia,2026-01-27,Tuesday,13.5,2026-01-27T23:13:43
des-moines-ia-downtown,des-moines-ia-downtown,2026-01-27,Tuesday,11.0,2026-01-27T22:32:37
des-moines-waukee-ia,des-moines-waukee-ia,2026-01-27,Tuesday,4.0,2026-01-27T19:19:01
boise-id,boise-id,2026-01-27,Tuesday,36.0,2026-01-27T16:58:33
meridian-id,meridian-id,2026-01-27,Tuesday,33.5,2026-01-27T21:49:14
carmelin,carmelin,2026-01-27,Tuesday,41.0,2026-01-27T23:13:43
fishers-in,fishers-in,2026-01-27,Tuesday,38.5,2026-01-27T06:47:39
kansas-city-leawood,kansas-city-leawood,2026-01-27,Tuesday,33.5,2026-01-27T21:33:56
overlandparkks,overlandparkks,2026-01-27,Tuesday,38.0,2026-01-27T22:51:32
ascension-la,ascension-la,2026-01-27,Tuesday,1.0,2026-01-27T01:49:57
baton-rouge-st-george,baton-rouge-st-george,2026-01-27,Tuesday,12.5,2026-01-27T21:49:14
shreveport-la-south,shreveport-la-south,2026-01-27,Tuesday,23.0,2026-01-27T22:51:32
maynardma,maynardma,2026-01-27,Tuesday,24.0,2026-01-27T23:13:43
southborough-ma,southborough-ma,2026-01-27,Tuesday,41.5,2026-01-27T18:50:56
crofton-md,crofton-md,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
towson-baltimore-md,towson-baltimore-md,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
white-marsh-baltimore-md,white-marsh-baltimore-md,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
clarkstonmi,clarkstonmi,2026-01-27,Tuesday,22.5,2026-01-27T22:00:02
farmington-mi,farmington-mi,2026-01-27,Tuesday,34.0,2026-01-27T18:50:56
grand-blanc-mi,grand-blanc-mi,2026-01-27,Tuesday,17.5,2026-01-27T21:49:14
lansing-mi,lansing-mi,2026-01-27,Tuesday,41.5,2026-01-27T15:29:59
livonia-mi,livonia-mi,2026-01-27,Tuesday,42.5,2026-01-27T05:04:29
novi-mi,novi-mi,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
rochester-hills-mi,rochester-hills-mi,2026-01-27,Tuesday,26.0,2026-01-27T23:53:02
troy-mi,troy-mi,2026-01-27,Tuesday,27.0,2026-01-27T22:32:37
west-bloomfield-mi,west-bloomfield-mi,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
st-louis-crestwood-mo,st-louis-crestwood-mo,2026-01-27,Tuesday,20.5,2026-01-27T19:58:13
liberty-mo,liberty-mo,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
rollamo,rollamo,2026-01-27,Tuesday,25.0,2026-01-27T20:52:34
bozemanmt,bozemanmt,2026-01-27,Tuesday,56.0,2026-01-27T20:32:30
chapel-hill-nc,chapel-hill-nc,2026-01-27,Tuesday,29.5,2026-01-27T23:37:28
raleigh-nc-north,raleigh-nc-north,2026-01-27,Tuesday,11.0,2026-01-27T23:13:43
lincoln-ne-south,lincoln-ne-south,2026-01-27,Tuesday,40.0,2026-01-27T21:33:56
omahane,omahane,2026-01-27,Tuesday,50.0,2026-01-27T21:13:24
papillionne,papillionne,2026-01-27,Tuesday,39.5,2026-01-27T23:53:02
howell-nj,howell-nj,2026-01-27,Tuesday,18.0,2026-01-27T22:51:32
pomptonplainsnj,pomptonplainsnj,2026-01-27,Tuesday,66.5,2026-01-27T22:51:32
princetonnj,princetonnj,2026-01-27,Tuesday,33.0,2026-01-27T22:00:02
toms-river-nj,toms-river-nj,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
lascruces-nm,lascruces-nm,2026-01-27,Tuesday,23.0,2026-01-27T23:13:43
hendersonnv,hendersonnv,2026-01-27,Tuesday,29.5,2026-01-27T23:37:28
mesquitenv,mesquitenv,2026-01-27,Tuesday,18.5,2026-01-27T22:51:32
southsummerlinnv,southsummerlinnv,2026-01-27,Tuesday,36.0,2026-01-27T23:37:28
summerlinlasvegasnv,summerlinlasvegasnv,2026-01-27,Tuesday,26.0,2026-01-27T23:13:43
bethpage-ny,bethpage-ny,2026-01-27,Tuesday,40.0,2026-01-27T14:54:33
fivetowns-ny,fivetowns-ny,2026-01-27,Tuesday,13.5,2026-01-27T17:36:47
brunswickoh,brunswickoh,2026-01-27,Tuesday,56.5,2026-01-27T17:36:47
chardonoh,chardonoh,2026-01-27,Tuesday,20.5,2026-01-27T23:53:02
columbus-upper-arlington-oh,columbus-upper-arlington-oh,2026-01-27,Tuesday,43.0,2026-01-27T23:53:02
north-canton-oh,north-canton-oh,2026-01-27,Tuesday,41.5,2026-01-27T20:52:34
woosteroh,woosteroh,2026-01-27,Tuesday,47.0,2026-01-27T23:37:28
jenks-ok,jenks-ok,2026-01-27,Tuesday,20.0,2026-01-27T22:32:37
tulsa-ok-southern-hills,tulsa-ok-southern-hills,2026-01-27,Tuesday,30.5,2026-01-27T22:51:32
clackamas-or,clackamas-or,2026-01-27,Tuesday,18.0,2026-01-27T22:51:32
eugeneor,eugeneor,2026-01-27,Tuesday,48.0,2026-01-27T22:00:02
salem-keizer-or,salem-keizer-or,2026-01-27,Tuesday,32.5,2026-01-27T21:33:56
sherwoodor,sherwoodor,2026-01-27,Tuesday,28.0,2026-01-27T21:49:14
paoli-pa,paoli-pa,2026-01-27,Tuesday,26.0,2026-01-27T21:13:24
yardley-pa,yardley-pa,2026-01-27,Tuesday,28.5,2026-01-27T18:50:56
york-pa,york-pa,2026-01-27,Tuesday,30.0,2026-01-27T23:53:02
aikensc,aikensc,2026-01-27,Tuesday,46.0,2026-01-27T23:13:43
spartanburgsc,spartanburgsc,2026-01-27,Tuesday,41.0,2026-01-27T18:50:56
sioux-falls-sd-south,sioux-falls-sd-south,2026-01-27,Tuesday,40.0,2026-01-27T20:52:34
chattanoogatn,chattanoogatn,2026-01-27,Tuesday,45.5,2026-01-27T23:37:28
clarksvilletn,clarksvilletn,2026-01-27,Tuesday,61.5,2026-01-27T22:00:02
cleveland-tn,cleveland-tn,2026-01-27,Tuesday,0.0,2026-01-27T01:49:57
franklintn,franklintn,2026-01-27,Tuesday,26.0,2026-01-27T18:50:56
knoxvilletn,knoxvilletn,2026-01-27,Tuesday,57.5,2026-01-27T22:32:37
memphis-tn-collierville,memphis-tn-collierville,2026-01-27,Tuesday,32.0,2026-01-27T23:37:28
mt-juliet-tn,mt-juliet-tn,2026-01-27,Tuesday,20.0,2026-01-27T23:53:02
nashville-bellevue-tn,nashville-bellevue-tn,2026-01-27,Tuesday,4.5,2026-01-27T20:32:30
spring-hill-tn-north,spring-hill-tn-north,2026-01-27,Tuesday,34.5,2026-01-27T19:44:27
